"filename", "language", "TypeScript", "JSON", "SCSS", "Vue", "JSON with Comments", "Markdown", "JavaScript", "HTML", "CSS", "XML", "wxml", "comment", "blank", "total"
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\register\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\register\register-admin.js", "JavaScript", 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 9, 2, 62
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\register\register-user.js", "JavaScript", 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 11, 4, 69
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\bind-alipay.js", "JavaScript", 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 7, 4, 64
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\bind-apple.js", "JavaScript", 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 7, 3, 63
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\bind-mobile-by-mp-weixin.js", "JavaScript", 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 14, 4, 74
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\bind-mobile-by-sms.js", "JavaScript", 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 11, 4, 93
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\bind-mobile-by-univerify.js", "JavaScript", 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 10, 3, 71
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\bind-qq.js", "JavaScript", 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 10, 4, 111
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\bind-weixin.js", "JavaScript", 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 8, 5, 101
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 10
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\utils\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\utils\refresh-token.js", "JavaScript", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 4, 1, 20
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\utils\set-push-cid.js", "JavaScript", 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 9, 6, 142
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\verify\create-captcha.js", "JavaScript", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 7, 3, 35
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\verify\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\verify\refresh-captcha.js", "JavaScript", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 7, 3, 35
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\verify\send-email-code.js", "JavaScript", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 9, 1, 13
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\verify\send-email-link.js", "JavaScript", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 9, 1, 13
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\verify\send-sms-code.js", "JavaScript", 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 11, 4, 72
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\package-lock.json", "JSON", 0, 299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 300
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\package.json", "JSON", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id-pages\uniCloud\database\opendb-device.schema.json", "JSON", 0, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id-pages\uniCloud\database\uni-id-device.schema.json", "JSON", 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id-pages\uniCloud\database\uni-id-log.schema.json", "JSON", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 68
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id-pages\uniCloud\database\uni-id-permissions.schema.json", "JSON", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id-pages\uniCloud\database\uni-id-roles.schema.json", "JSON", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 49
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id-pages\uniCloud\database\uni-id-users.schema.json", "JSON", 0, 418, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 419
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id\uniCloud\cloudfunctions\common\uni-id\config.json", "JSON", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 66
"c:\Users\yzc\Desktop\pet\uni_modules\uni-id\uniCloud\cloudfunctions\common\uni-id\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 5, 2, 31
"c:\Users\yzc\Desktop\pet\uni_modules\uni-list\changelog.md", "Markdown", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 1, 21
"c:\Users\yzc\Desktop\pet\uni_modules\uni-list\components\uni-list-ad\uni-list-ad.vue", "Vue", 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 4, 10, 108
"c:\Users\yzc\Desktop\pet\uni_modules\uni-list\components\uni-list-chat\uni-list-chat.scss", "SCSS", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 23, 11, 59
"c:\Users\yzc\Desktop\pet\uni_modules\uni-list\components\uni-list-chat\uni-list-chat.vue", "Vue", 0, 0, 0, 494, 0, 0, 0, 0, 0, 0, 0, 5, 40, 539
"c:\Users\yzc\Desktop\pet\uni_modules\uni-list\components\uni-list-item\uni-list-item.vue", "Vue", 0, 0, 0, 447, 0, 0, 0, 0, 0, 0, 0, 4, 4, 455
"c:\Users\yzc\Desktop\pet\uni_modules\uni-list\components\uni-list\uni-list.vue", "Vue", 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 4, 7, 109
"c:\Users\yzc\Desktop\pet\uni_modules\uni-list\components\uni-list\uni-refresh.vue", "Vue", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 4, 3, 66
"c:\Users\yzc\Desktop\pet\uni_modules\uni-list\components\uni-list\uni-refresh.wxs", "JavaScript", 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 2, 15, 88
"c:\Users\yzc\Desktop\pet\uni_modules\uni-list\package.json", "JSON", 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91
"c:\Users\yzc\Desktop\pet\uni_modules\uni-list\readme.md", "Markdown", 0, 0, 0, 0, 0, 245, 0, 0, 0, 0, 0, 10, 91, 346
"c:\Users\yzc\Desktop\pet\uni_modules\uni-load-more\changelog.md", "Markdown", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 1, 20
"c:\Users\yzc\Desktop\pet\uni_modules\uni-load-more\components\uni-load-more\i18n\en.json", "JSON", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\yzc\Desktop\pet\uni_modules\uni-load-more\components\uni-load-more\i18n\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
"c:\Users\yzc\Desktop\pet\uni_modules\uni-load-more\components\uni-load-more\i18n\zh-Hans.json", "JSON", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\yzc\Desktop\pet\uni_modules\uni-load-more\components\uni-load-more\i18n\zh-Hant.json", "JSON", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\yzc\Desktop\pet\uni_modules\uni-load-more\components\uni-load-more\uni-load-more.vue", "Vue", 0, 0, 0, 339, 0, 0, 0, 0, 0, 0, 0, 8, 53, 400
"c:\Users\yzc\Desktop\pet\uni_modules\uni-load-more\package.json", "JSON", 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86
"c:\Users\yzc\Desktop\pet\uni_modules\uni-load-more\readme.md", "Markdown", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 9, 15
"c:\Users\yzc\Desktop\pet\uni_modules\uni-nav-bar\changelog.md", "Markdown", 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 4, 42
"c:\Users\yzc\Desktop\pet\uni_modules\uni-nav-bar\components\uni-nav-bar\uni-nav-bar.vue", "Vue", 0, 0, 0, 325, 0, 0, 0, 0, 0, 0, 0, 0, 24, 349
"c:\Users\yzc\Desktop\pet\uni_modules\uni-nav-bar\components\uni-nav-bar\uni-status-bar.vue", "Vue", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 3, 28
"c:\Users\yzc\Desktop\pet\uni_modules\uni-nav-bar\package.json", "JSON", 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89
"c:\Users\yzc\Desktop\pet\uni_modules\uni-nav-bar\readme.md", "Markdown", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 10, 16
"c:\Users\yzc\Desktop\pet\uni_modules\uni-open-bridge-common\changelog.md", "Markdown", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\yzc\Desktop\pet\uni_modules\uni-open-bridge-common\package.json", "JSON", 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84
"c:\Users\yzc\Desktop\pet\uni_modules\uni-open-bridge-common\readme.md", "Markdown", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 6
"c:\Users\yzc\Desktop\pet\uni_modules\uni-open-bridge-common\uniCloud\cloudfunctions\common\uni-open-bridge-common\bridge-error.js", "JavaScript", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 8, 27
"c:\Users\yzc\Desktop\pet\uni_modules\uni-open-bridge-common\uniCloud\cloudfunctions\common\uni-open-bridge-common\config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 23, 96
"c:\Users\yzc\Desktop\pet\uni_modules\uni-open-bridge-common\uniCloud\cloudfunctions\common\uni-open-bridge-common\consts.js", "JavaScript", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 6, 27
"c:\Users\yzc\Desktop\pet\uni_modules\uni-open-bridge-common\uniCloud\cloudfunctions\common\uni-open-bridge-common\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 169, 0, 0, 0, 0, 1, 50, 220
"c:\Users\yzc\Desktop\pet\uni_modules\uni-open-bridge-common\uniCloud\cloudfunctions\common\uni-open-bridge-common\package.json", "JSON", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15
"c:\Users\yzc\Desktop\pet\uni_modules\uni-open-bridge-common\uniCloud\cloudfunctions\common\uni-open-bridge-common\storage.js", "JavaScript", 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 1, 21, 118
"c:\Users\yzc\Desktop\pet\uni_modules\uni-open-bridge-common\uniCloud\cloudfunctions\common\uni-open-bridge-common\uni-cloud-cache.js", "JavaScript", 0, 0, 0, 0, 0, 0, 292, 0, 0, 0, 0, 5, 28, 325
"c:\Users\yzc\Desktop\pet\uni_modules\uni-open-bridge-common\uniCloud\cloudfunctions\common\uni-open-bridge-common\validator.js", "JavaScript", 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 5, 32
"c:\Users\yzc\Desktop\pet\uni_modules\uni-open-bridge-common\uniCloud\cloudfunctions\common\uni-open-bridge-common\weixin-server.js", "JavaScript", 0, 0, 0, 0, 0, 0, 130, 0, 0, 0, 0, 2, 30, 162
"c:\Users\yzc\Desktop\pet\uni_modules\uni-open-bridge-common\uniCloud\database\opendb-open-data.schema.json", "JSON", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 20
"c:\Users\yzc\Desktop\pet\uni_modules\uni-popup\changelog.md", "Markdown", 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 1, 61
"c:\Users\yzc\Desktop\pet\uni_modules\uni-popup\components\uni-popup-dialog\keypress.js", "JavaScript", 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 3, 1, 46
"c:\Users\yzc\Desktop\pet\uni_modules\uni-popup\components\uni-popup-dialog\uni-popup-dialog.vue", "Vue", 0, 0, 0, 252, 0, 0, 0, 0, 0, 0, 0, 0, 20, 272
"c:\Users\yzc\Desktop\pet\uni_modules\uni-popup\components\uni-popup-message\uni-popup-message.vue", "Vue", 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 14, 144
"c:\Users\yzc\Desktop\pet\uni_modules\uni-popup\components\uni-popup-share\uni-popup-share.vue", "Vue", 0, 0, 0, 176, 0, 0, 0, 0, 0, 0, 0, 0, 12, 188
"c:\Users\yzc\Desktop\pet\uni_modules\uni-popup\components\uni-popup\i18n\en.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\yzc\Desktop\pet\uni_modules\uni-popup\components\uni-popup\i18n\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
"c:\Users\yzc\Desktop\pet\uni_modules\uni-popup\components\uni-popup\i18n\zh-Hans.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\yzc\Desktop\pet\uni_modules\uni-popup\components\uni-popup\i18n\zh-Hant.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\yzc\Desktop\pet\uni_modules\uni-popup\components\uni-popup\keypress.js", "JavaScript", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 6, 1, 46
"c:\Users\yzc\Desktop\pet\uni_modules\uni-popup\components\uni-popup\popup.js", "JavaScript", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 3, 3, 27
"c:\Users\yzc\Desktop\pet\uni_modules\uni-popup\components\uni-popup\uni-popup.vue", "Vue", 0, 0, 0, 461, 0, 0, 0, 0, 0, 0, 0, 2, 12, 475
"c:\Users\yzc\Desktop\pet\uni_modules\uni-popup\package.json", "JSON", 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 91
"c:\Users\yzc\Desktop\pet\uni_modules\uni-popup\readme.md", "Markdown", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 11, 18
"c:\Users\yzc\Desktop\pet\uni_modules\uni-scss\changelog.md", "Markdown", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\yzc\Desktop\pet\uni_modules\uni-scss\index.scss", "SCSS", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\pet\uni_modules\uni-scss\package.json", "JSON", 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 83
"c:\Users\yzc\Desktop\pet\uni_modules\uni-scss\readme.md", "Markdown", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\yzc\Desktop\pet\uni_modules\uni-scss\styles\index.scss", "SCSS", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\yzc\Desktop\pet\uni_modules\uni-scss\styles\setting\_border.scss", "SCSS", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\yzc\Desktop\pet\uni_modules\uni-scss\styles\setting\_color.scss", "SCSS", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 16, 2, 67
"c:\Users\yzc\Desktop\pet\uni_modules\uni-scss\styles\setting\_radius.scss", "SCSS", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 56
"c:\Users\yzc\Desktop\pet\uni_modules\uni-scss\styles\setting\_space.scss", "SCSS", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 56
"c:\Users\yzc\Desktop\pet\uni_modules\uni-scss\styles\setting\_styles.scss", "SCSS", 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16, 168
"c:\Users\yzc\Desktop\pet\uni_modules\uni-scss\styles\setting\_text.scss", "SCSS", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 25
"c:\Users\yzc\Desktop\pet\uni_modules\uni-scss\styles\setting\_variables.scss", "SCSS", 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 29, 15, 147
"c:\Users\yzc\Desktop\pet\uni_modules\uni-scss\styles\tools\functions.scss", "SCSS", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 20
"c:\Users\yzc\Desktop\pet\uni_modules\uni-scss\theme.scss", "SCSS", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 32
"c:\Users\yzc\Desktop\pet\uni_modules\uni-scss\variables.scss", "SCSS", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 13, 13, 63
"c:\Users\yzc\Desktop\pet\uni_modules\uni-search-bar\changelog.md", "Markdown", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 3, 34
"c:\Users\yzc\Desktop\pet\uni_modules\uni-search-bar\components\uni-search-bar\i18n\en.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\yzc\Desktop\pet\uni_modules\uni-search-bar\components\uni-search-bar\i18n\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
"c:\Users\yzc\Desktop\pet\uni_modules\uni-search-bar\components\uni-search-bar\i18n\zh-Hans.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\yzc\Desktop\pet\uni_modules\uni-search-bar\components\uni-search-bar\i18n\zh-Hant.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\yzc\Desktop\pet\uni_modules\uni-search-bar\components\uni-search-bar\uni-search-bar.vue", "Vue", 0, 0, 0, 325, 0, 0, 0, 0, 0, 0, 0, 0, 12, 337
"c:\Users\yzc\Desktop\pet\uni_modules\uni-search-bar\package.json", "JSON", 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89
"c:\Users\yzc\Desktop\pet\uni_modules\uni-search-bar\readme.md", "Markdown", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 9, 15
"c:\Users\yzc\Desktop\pet\uni_modules\uni-swiper-dot\changelog.md", "Markdown", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 13
"c:\Users\yzc\Desktop\pet\uni_modules\uni-swiper-dot\components\uni-swiper-dot\uni-swiper-dot.vue", "Vue", 0, 0, 0, 203, 0, 0, 0, 0, 0, 0, 0, 0, 16, 219
"c:\Users\yzc\Desktop\pet\uni_modules\uni-swiper-dot\package.json", "JSON", 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87
"c:\Users\yzc\Desktop\pet\uni_modules\uni-swiper-dot\readme.md", "Markdown", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 5, 11
"c:\Users\yzc\Desktop\pet\uni_modules\uni-transition\changelog.md", "Markdown", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 1, 21
"c:\Users\yzc\Desktop\pet\uni_modules\uni-transition\components\uni-transition\createAnimation.js", "JavaScript", 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 20, 9, 129
"c:\Users\yzc\Desktop\pet\uni_modules\uni-transition\components\uni-transition\uni-transition.vue", "Vue", 0, 0, 0, 273, 0, 0, 0, 0, 0, 0, 0, 0, 5, 278
"c:\Users\yzc\Desktop\pet\uni_modules\uni-transition\package.json", "JSON", 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87
"c:\Users\yzc\Desktop\pet\uni_modules\uni-transition\readme.md", "Markdown", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 5, 11
"c:\Users\yzc\Desktop\pet\uni_modules\z-paging\changelog.md", "Markdown", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\yzc\Desktop\pet\uni_modules\z-paging\components\z-paging-cell\z-paging-cell.vue", "Vue", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 9, 4, 35
"c:\Users\yzc\Desktop\pet\uni_modules\z-paging\components\z-paging-empty-view\z-paging-empty-view.vue", "Vue", 0, 0, 0, 151, 0, 0, 0, 0, 0, 0, 0, 5, 8, 164
"c:\Users\yzc\Desktop\pet\uni_modules\z-paging\components\z-paging-swiper-item\z-paging-swiper-item.vue", "Vue", 0, 0, 0, 137, 0, 0, 0, 0, 0, 0, 0, 5, 4, 146
"c:\Users\yzc\Desktop\pet\uni_modules\z-paging\components\z-paging-swiper\z-paging-swiper.vue", "Vue", 0, 0, 0, 214, 0, 0, 0, 0, 0, 0, 0, 7, 13, 234
"c:\Users\yzc\Desktop\pet\uni_modules\z-paging\components\z-paging\components\z-paging-load-more.vue", "Vue", 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 5, 15, 154
"c:\Users\yzc\Desktop\pet\uni_modules\z-paging\components\z-paging\components\z-paging-refresh.vue", "Vue", 0, 0, 0, 288, 0, 0, 0, 0, 0, 0, 0, 5, 17, 310
"c:\Users\yzc\Desktop\pet\uni_modules\z-paging\components\z-paging\config\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"c:\Users\yzc\Desktop\pet\uni_modules\z-paging\components\z-paging\css\z-paging-main.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 155, 0, 0, 43, 30, 228
"c:\Users\yzc\Desktop\pet\uni_modules\z-paging\components\z-paging\css\z-paging-static.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 5, 6, 36
"c:\Users\yzc\Desktop\pet\uni_modules\z-paging\components\z-paging\js\modules\back-to-top.js", "JavaScript", 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 10, 3, 109
"c:\Users\yzc\Desktop\pet\uni_modules\z-paging\components\z-paging\js\modules\data-handle.js", "JavaScript", 0, 0, 0, 0, 0, 0, 681, 0, 0, 0, 0, 100, 4, 785
"c:\Users\yzc\Desktop\pet\uni_modules\z-paging\components\z-paging\js\modules\empty.js", "JavaScript", 0, 0, 0, 0, 0, 0, 131, 0, 0, 0, 0, 21, 3, 155
"c:\Users\yzc\Desktop\pet\uni_modules\z-paging\components\z-paging\js\modules\i18n.js", "JavaScript", 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 6, 3, 102
"c:\Users\yzc\Desktop\pet\uni_modules\z-paging\components\z-paging\js\modules\load-more.js", "JavaScript", 0, 0, 0, 0, 0, 0, 293, 0, 0, 0, 0, 35, 3, 331
"c:\Users\yzc\Desktop\pet\uni_modules\z-paging\components\z-paging\js\modules\loading.js", "JavaScript", 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 12, 3, 102
"c:\Users\yzc\Desktop\pet\uni_modules\z-paging\components\z-paging\js\modules\nvue.js", "JavaScript", 0, 0, 0, 0, 0, 0, 217, 0, 0, 0, 0, 29, 5, 251
"c:\Users\yzc\Desktop\pet\uni_modules\z-paging\components\z-paging\js\modules\refresher.js", "JavaScript", 0, 0, 0, 0, 0, 0, 563, 0, 0, 0, 0, 108, 4, 675
"c:\Users\yzc\Desktop\pet\uni_modules\z-paging\components\z-paging\js\modules\scroller.js", "JavaScript", 0, 0, 0, 0, 0, 0, 407, 0, 0, 0, 0, 57, 4, 468
"c:\Users\yzc\Desktop\pet\uni_modules\z-paging\components\z-paging\js\modules\virtual-list.js", "JavaScript", 0, 0, 0, 0, 0, 0, 339, 0, 0, 0, 0, 26, 8, 373
"c:\Users\yzc\Desktop\pet\uni_modules\z-paging\components\z-paging\js\z-paging-config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 1, 5, 27
"c:\Users\yzc\Desktop\pet\uni_modules\z-paging\components\z-paging\js\z-paging-constant.js", "JavaScript", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 1, 4, 23
"c:\Users\yzc\Desktop\pet\uni_modules\z-paging\components\z-paging\js\z-paging-enum.js", "JavaScript", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 11, 3, 47
"c:\Users\yzc\Desktop\pet\uni_modules\z-paging\components\z-paging\js\z-paging-i18n.js", "JavaScript", 0, 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 5, 8, 139
"c:\Users\yzc\Desktop\pet\uni_modules\z-paging\components\z-paging\js\z-paging-interceptor.js", "JavaScript", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 8, 5, 35
"c:\Users\yzc\Desktop\pet\uni_modules\z-paging\components\z-paging\js\z-paging-main.js", "JavaScript", 0, 0, 0, 0, 0, 0, 474, 0, 0, 0, 0, 72, 11, 557
"c:\Users\yzc\Desktop\pet\uni_modules\z-paging\components\z-paging\js\z-paging-mixin.js", "JavaScript", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 1, 3, 27
"c:\Users\yzc\Desktop\pet\uni_modules\z-paging\components\z-paging\js\z-paging-static.js", "JavaScript", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 1, 3, 24
